year,event_id,match_id,match_date,match_surface,match_court,match_round,tournament_name,tournament_city,tournament_draw,loser_name,winner_name,match_score,match_time,loser_aces_all,loser_aces_1st,loser_aces_2nd,loser_aces_3rd,loser_aces_4th,loser_aces_5th,winner_aces_all,winner_aces_1st,winner_aces_2nd,winner_aces_3rd,winner_aces_4th,winner_aces_5th,loser_double_faults_all,loser_double_faults_1st,loser_double_faults_2nd,loser_double_faults_3rd,loser_double_faults_4th,loser_double_faults_5th,winner_double_faults_all,winner_double_faults_1st,winner_double_faults_2nd,winner_double_faults_3rd,winner_double_faults_4th,winner_double_faults_5th,loser_serve_rating_all,loser_serve_rating_1st,loser_serve_rating_2nd,loser_serve_rating_3rd,loser_serve_rating_4th,loser_serve_rating_5th,winner_serve_rating_all,winner_serve_rating_1st,winner_serve_rating_2nd,winner_serve_rating_3rd,winner_serve_rating_4th,winner_serve_rating_5th,loser_first_serve_all,loser_first_serve_1st,loser_first_serve_2nd,loser_first_serve_3rd,loser_first_serve_4th,loser_first_serve_5th,winner_first_serve_all,winner_first_serve_1st,winner_first_serve_2nd,winner_first_serve_3rd,winner_first_serve_4th,winner_first_serve_5th,loser_first_serve_points_all,loser_first_serve_points_1st,loser_first_serve_points_2nd,loser_first_serve_points_3rd,loser_first_serve_points_4th,loser_first_serve_points_5th,winner_first_serve_points_all,winner_first_serve_points_1st,winner_first_serve_points_2nd,winner_first_serve_points_3rd,winner_first_serve_points_4th,winner_first_serve_points_5th,loser_second_serve_points_all,loser_second_serve_points_1st,loser_second_serve_points_2nd,loser_second_serve_points_3rd,loser_second_serve_points_4th,loser_second_serve_points_5th,winner_second_serve_points_all,winner_second_serve_points_1st,winner_second_serve_points_2nd,winner_second_serve_points_3rd,winner_second_serve_points_4th,winner_second_serve_points_5th,loser_break_points_saved_all,loser_break_points_saved_1st,loser_break_points_saved_2nd,loser_break_points_saved_3rd,loser_break_points_saved_4th,loser_break_points_saved_5th,winner_break_points_saved_all,winner_break_points_saved_1st,winner_break_points_saved_2nd,winner_break_points_saved_3rd,winner_break_points_saved_4th,winner_break_points_saved_5th,loser_service_games_played_all,loser_service_games_played_1st,loser_service_games_played_2nd,loser_service_games_played_3rd,loser_service_games_played_4th,loser_service_games_played_5th,winner_service_games_played_all,winner_service_games_played_1st,winner_service_games_played_2nd,winner_service_games_played_3rd,winner_service_games_played_4th,winner_service_games_played_5th,loser_return_rating_all,loser_return_rating_1st,loser_return_rating_2nd,loser_return_rating_3rd,loser_return_rating_4th,loser_return_rating_5th,winner_return_rating_all,winner_return_rating_1st,winner_return_rating_2nd,winner_return_rating_3rd,winner_return_rating_4th,winner_return_rating_5th,loser_first_serve_return_points_all,loser_first_serve_return_points_1st,loser_first_serve_return_points_2nd,loser_first_serve_return_points_3rd,loser_first_serve_return_points_4th,loser_first_serve_return_points_5th,winner_first_serve_return_points_all,winner_first_serve_return_points_1st,winner_first_serve_return_points_2nd,winner_first_serve_return_points_3rd,winner_first_serve_return_points_4th,winner_first_serve_return_points_5th,loser_second_serve_return_points_all,loser_second_serve_return_points_1st,loser_second_serve_return_points_2nd,loser_second_serve_return_points_3rd,loser_second_serve_return_points_4th,loser_second_serve_return_points_5th,winner_second_serve_return_points_all,winner_second_serve_return_points_1st,winner_second_serve_return_points_2nd,winner_second_serve_return_points_3rd,winner_second_serve_return_points_4th,winner_second_serve_return_points_5th,loser_break_points_converted_all,loser_break_points_converted_1st,loser_break_points_converted_2nd,loser_break_points_converted_3rd,loser_break_points_converted_4th,loser_break_points_converted_5th,winner_break_points_converted_all,winner_break_points_converted_1st,winner_break_points_converted_2nd,winner_break_points_converted_3rd,winner_break_points_converted_4th,winner_break_points_converted_5th,loser_total_service_points_won_all,loser_total_service_points_won_1st,loser_total_service_points_won_2nd,loser_total_service_points_won_3rd,loser_total_service_points_won_4th,loser_total_service_points_won_5th,winner_total_service_points_won_all,winner_total_service_points_won_1st,winner_total_service_points_won_2nd,winner_total_service_points_won_3rd,winner_total_service_points_won_4th,winner_total_service_points_won_5th,loser_total_return_points_won_all,loser_total_return_points_won_1st,loser_total_return_points_won_2nd,loser_total_return_points_won_3rd,loser_total_return_points_won_4th,loser_total_return_points_won_5th,winner_total_return_points_won_all,winner_total_return_points_won_1st,winner_total_return_points_won_2nd,winner_total_return_points_won_3rd,winner_total_return_points_won_4th,winner_total_return_points_won_5th,loser_total_points_won_all,loser_total_points_won_1st,loser_total_points_won_2nd,loser_total_points_won_3rd,loser_total_points_won_4th,loser_total_points_won_5th,winner_total_points_won_all,winner_total_points_won_1st,winner_total_points_won_2nd,winner_total_points_won_3rd,winner_total_points_won_4th,winner_total_points_won_5th
2022,9663,2022/9663/QS015,2022-01-10,Hard,Court 1,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Moerani Bouzige,Sebastian Baez,"6-3, 7-5",01:27:03,7,2,5,,,,3,2,1,,,,0,0,0,,,,0,0,0,,,,232,191,259,,,,318,253,354,,,,38/80,16/34,22/46,"","","",41/52,19/23,22/29,"","","",27/38,11/16,16/22,"","","",30/41,13/19,17/22,"","","",18/42,6/18,12/24,"","","",8/11,1/4,7/7,"","","",9/13,4/7,5/6,"","","",1/2,1/2,0/0,"","","",11,5,6,,,,10,4,6,,,,114,182,23,,,,153,201,110,,,,11/41,6/19,5/22,"","","",11/38,5/16,6/22,"","","",3/11,3/4,0/7,"","","",24/42,12/18,12/24,"","","",1/2,1/2,0/0,"","","",4/13,3/7,1/6,"","","",45/80,17/34,28/46,"","","",38/52,14/23,24/29,"","","",14/52,9/23,5/29,"","","",35/80,17/34,18/46,"","","",59/132,26/57,33/75,"","","",73/132,31/57,42/75,"","",""
2022,9665,2022/9665/MS001,2022-01-04,Hard,Rod Laver Arena,Final,Melbourne Summer Set,Melbourne,28,Maxime Cressy,Rafael Nadal,"7-6, 6-3",01:47:41,8,4,4,,,,9,2,7,,,,3,3,0,,,,4,4,0,,,,280,301,238,,,,302,308,295,,,,50/70,33/49,17/21,"","","",41/64,22/37,19/27,"","","",32/50,23/33,9/17,"","","",32/41,20/22,12/19,"","","",12/20,10/16,2/4,"","","",15/23,9/15,6/8,"","","",6/8,5/5,1/3,"","","",0/1,0/0,0/1,"","","",10,6,4,,,,11,6,5,,,,166,49,182,,,,121,68,214,,,,9/41,2/22,7/19,"","","",18/50,10/33,8/17,"","","",8/23,6/15,2/8,"","","",8/20,6/16,2/4,"","","",1/1,0/0,1/1,"","","",2/8,0/5,2/3,"","","",44/70,33/49,11/21,"","","",47/64,29/37,18/27,"","","",17/64,8/37,9/27,"","","",26/70,16/49,10/21,"","","",61/134,41/86,20/48,"","","",73/134,45/86,28/48,"","",""
2022,9665,2022/9665/MS002,2022-01-04,Hard,Rod Laver Arena,Semifinal,Melbourne Summer Set,Melbourne,28,Emil Ruusuvuori,Rafael Nadal,"6-4, 7-5",01:56:03,3,2,1,,,,3,0,3,,,,1,1,0,,,,1,1,0,,,,257,278,239,,,,290,303,278,,,,59/72,24/30,35/42,"","","",47/68,24/32,23/36,"","","",37/59,16/24,21/35,"","","",36/47,19/24,17/23,"","","",5/13,3/6,2/7,"","","",11/21,4/8,7/13,"","","",1/4,0/1,1/3,"","","",5/6,2/2,3/4,"","","",11,5,6,,,,11,5,6,,,,97,71,113,,,,201,203,211,,,,11/47,5/24,6/23,"","","",22/59,8/24,14/35,"","","",10/21,4/8,6/13,"","","",8/13,3/6,5/7,"","","",1/6,0/2,1/4,"","","",3/4,1/1,2/3,"","","",42/72,19/30,23/42,"","","",47/68,23/32,24/36,"","","",21/68,9/32,12/36,"","","",30/72,11/30,19/42,"","","",63/140,28/62,35/78,"","","",77/140,34/62,43/78,"","",""
2022,9665,2022/9665/MS003,2022-01-04,Hard,Rod Laver Arena,Semifinal,Melbourne Summer Set,Melbourne,28,Grigor Dimitrov,Maxime Cressy,"7-5, 7-6",02:03:54,10,3,7,,,,17,5,12,,,,3,2,1,,,,6,1,5,,,,291,284,293,,,,304,315,294,,,,50/75,18/29,32/46,"","","",71/98,23/32,48/66,"","","",41/50,15/18,26/32,"","","",55/71,19/23,36/48,"","","",11/25,6/11,5/14,"","","",12/27,5/9,7/18,"","","",1/2,0/1,1/1,"","","",5/5,0/0,5/5,"","","",12,6,6,,,,12,6,6,,,,79,61,86,,,,132,178,83,,,,16/71,4/23,12/48,"","","",9/50,3/18,6/32,"","","",15/27,4/9,11/18,"","","",14/25,5/11,9/14,"","","",0/5,0/0,0/5,"","","",1/2,1/1,0/1,"","","",52/75,21/29,31/46,"","","",67/98,24/32,43/66,"","","",31/98,8/32,23/66,"","","",23/75,8/29,15/46,"","","",83/173,29/61,54/112,"","","",90/173,32/61,58/112,"","",""
2022,7841,2022/7841/MS001,2022-01-03,Hard,Centre Court,Final,Bendigo International,Bendigo,48,Enzo Couacaud,Ernesto Escobedo,"5-7, 6-3, 7-5",02:36:17,13,6,4,3,,,10,6,2,2,,,5,2,1,2,,,0,0,0,0,,,264,292,250,234,,,296,263,321,302,,,70/123,24/44,15/31,31/48,"","",86/112,31/43,25/33,30/36,"","",51/70,20/24,12/15,19/31,"","",61/86,24/31,17/25,20/30,"","",24/53,10/20,7/16,7/17,"","",13/26,3/12,6/8,4/6,"","",4/7,1/1,1/2,2/4,"","",8/10,4/5,2/2,2/3,"","",16,6,4,6,,,17,6,5,6,,,110,134,57,115,,,143,67,151,181,,,25/86,7/31,8/25,10/30,"","",19/70,4/24,3/15,12/31,"","",13/26,9/12,2/8,2/6,"","",29/53,10/20,9/16,10/17,"","",2/10,1/5,0/2,1/3,"","",3/7,0/1,1/2,2/4,"","",75/123,30/44,19/31,26/48,"","",74/112,27/43,23/33,24/36,"","",38/112,16/43,10/33,12/36,"","",48/123,14/44,12/31,22/48,"","",113/235,46/87,29/64,38/84,"","",122/235,41/87,35/64,46/84,"",""
2022,7841,2022/7841/MS002,2022-01-03,Hard,Centre Court,Semifinal,Bendigo International,Bendigo,48,Franco Agamenone,Enzo Couacaud,"6-1, 6-7, 6-4",02:18:35,1,0,1,0,,,8,3,2,3,,,2,0,2,0,,,5,1,3,1,,,244,172,259,266,,,283,315,262,284,,,74/111,9/18,38/54,27/39,"","",50/98,11/20,23/46,16/32,"","",53/74,6/9,31/38,16/27,"","",39/50,10/11,18/23,11/16,"","",13/37,2/9,4/16,7/12,"","",28/48,6/9,12/23,10/16,"","",1/5,0/2,1/2,0/1,"","",2/3,0/0,2/3,0/0,"","",14,3,6,5,,,15,4,6,5,,,103,42,119,69,,,201,277,159,203,,,11/50,1/11,5/23,5/16,"","",21/74,3/9,7/38,11/27,"","",20/48,3/9,11/23,6/16,"","",24/37,7/9,12/16,5/12,"","",1/3,0/0,1/3,0/0,"","",4/5,2/2,1/2,1/1,"","",66/111,8/18,35/54,23/39,"","",67/98,16/20,30/46,21/32,"","",31/98,4/20,16/46,11/32,"","",45/111,10/18,19/54,16/39,"","",97/209,12/38,51/100,34/71,"","",112/209,26/38,49/100,37/71,"",""
2022,7841,2022/7841/MS003,2022-01-03,Hard,Centre Court,Semifinal,Bendigo International,Bendigo,48,Salvatore Caruso,Ernesto Escobedo,"6-3, 6-1",01:20:54,0,0,0,,,,4,3,1,,,,3,1,2,,,,3,2,1,,,,211,297,164,,,,291,300,279,,,,36/53,15/18,21/35,"","","",33/61,23/38,10/23,"","","",22/36,11/15,11/21,"","","",27/33,18/23,9/10,"","","",6/17,2/3,4/14,"","","",15/28,9/15,6/13,"","","",4/8,1/2,3/6,"","","",3/3,3/3,0/0,"","","",8,4,4,,,,8,5,3,,,,64,62,64,,,,204,135,244,,,,6/33,5/23,1/10,"","","",14/36,4/15,10/21,"","","",13/28,6/15,7/13,"","","",11/17,1/3,10/14,"","","",0/3,0/3,0/0,"","","",4/8,1/2,3/6,"","","",28/53,13/18,15/35,"","","",42/61,27/38,15/23,"","","",19/61,11/38,8/23,"","","",25/53,5/18,20/35,"","","",47/114,24/56,23/58,"","","",67/114,32/56,35/58,"","",""
2022,7841,2022/7841/MS004,2022-01-03,Hard,Court 2,Quarterfinal,Bendigo International,Bendigo,48,Dmitry Popko,Franco Agamenone,"6-4, 6-2",01:22:47,2,1,1,,,,2,1,1,,,,5,3,2,,,,0,0,0,,,,228,260,201,,,,310,296,335,,,,32/61,15/29,17/32,"","","",43/56,26/36,17/20,"","","",23/32,13/15,10/17,"","","",33/43,19/26,14/17,"","","",12/29,6/14,6/15,"","","",7/13,5/10,2/3,"","","",4/7,0/1,4/6,"","","",4/4,4/4,0/0,"","","",9,5,4,,,,9,5,4,,,,69,77,51,,,,163,190,184,,,,10/43,7/26,3/17,"","","",9/32,2/15,7/17,"","","",6/13,5/10,1/3,"","","",17/29,8/14,9/15,"","","",0/4,0/4,0/0,"","","",3/7,1/1,2/6,"","","",35/61,19/29,16/32,"","","",40/56,24/36,16/20,"","","",16/56,12/36,4/20,"","","",26/61,10/29,16/32,"","","",51/117,31/65,20/52,"","","",66/117,34/65,32/52,"","",""
2022,7841,2022/7841/MS005,2022-01-03,Hard,Centre Court,Quarterfinal,Bendigo International,Bendigo,48,Quentin Halys,Enzo Couacaud,"6-7, 7-6, 7-5",02:57:59,6,0,2,4,,,5,1,2,2,,,2,0,1,1,,,7,4,2,1,,,252,238,264,241,,,249,218,268,266,,,78/120,23/39,37/50,18/31,"","",91/153,29/56,31/53,31/44,"","",53/78,13/23,25/37,15/18,"","",64/91,17/29,24/31,23/31,"","",18/42,9/16,5/13,4/13,"","",28/62,12/27,11/22,5/13,"","",2/7,1/3,1/2,0/2,"","",7/11,2/4,3/4,2/3,"","",18,6,6,6,,,18,6,6,6,,,143,180,114,137,,,187,187,160,219,,,27/91,12/29,7/31,8/31,"","",25/78,10/23,12/37,3/18,"","",34/62,15/27,11/22,8/13,"","",24/42,7/16,8/13,9/13,"","",4/11,2/4,1/4,1/3,"","",5/7,2/3,1/2,2/2,"","",71/120,22/39,30/50,19/31,"","",92/153,29/56,35/53,28/44,"","",61/153,27/56,18/53,16/44,"","",49/120,17/39,20/50,12/31,"","",132/273,49/95,48/103,35/75,"","",141/273,46/95,55/103,40/75,"",""
2022,7841,2022/7841/MS006,2022-01-03,Hard,Centre Court,Quarterfinal,Bendigo International,Bendigo,48,Hugo Grenier,Salvatore Caruso,"4-6, 7-6, 4-0",02:25:16,10,5,5,0,,,3,0,2,1,,,7,3,3,1,,,3,3,0,0,,,247,293,252,80,,,273,246,290,319,,,54/87,21/35,28/43,5/9,"","",46/85,20/43,18/32,8/10,"","",38/54,17/21,21/28,0/5,"","",35/46,14/20,14/18,7/8,"","",12/33,7/14,4/15,1/4,"","",23/39,12/23,10/14,1/2,"","",4/7,2/2,2/3,0/2,"","",4/6,4/5,0/1,0/0,"","",13,5,6,2,,,13,5,6,2,,,113,118,167,63,,,160,69,147,375,,,11/46,6/20,4/18,1/8,"","",16/54,4/21,7/28,5/5,"","",16/39,11/23,4/14,1/2,"","",21/33,7/14,11/15,3/4,"","",2/6,1/5,1/1,0/0,"","",3/7,0/2,1/3,2/2,"","",50/87,24/35,25/43,1/9,"","",58/85,26/43,24/32,8/10,"","",27/85,17/43,8/32,2/10,"","",37/87,11/35,18/43,8/9,"","",77/172,41/78,33/75,3/19,"","",95/172,37/78,42/75,16/19,"",""
2022,7841,2022/7841/MS007,2022-01-03,Hard,Court 2,Quarterfinal,Bendigo International,Bendigo,48,Vit Kopriva,Ernesto Escobedo,"6-3, 6-7, 7-6",02:40:07,18,1,10,7,,,12,4,4,4,,,4,1,2,1,,,4,1,3,0,,,276,203,276,302,,,283,263,262,310,,,61/107,12/25,26/46,23/36,"","",74/114,18/30,28/45,28/39,"","",45/61,8/12,19/26,18/23,"","",57/74,14/18,21/28,22/28,"","",23/46,5/13,11/20,7/13,"","",18/40,5/12,7/17,6/11,"","",7/10,1/3,4/5,2/2,"","",6/8,1/2,3/4,2/2,"","",16,4,6,6,,,17,5,6,6,,,114,150,125,66,,,124,212,108,68,,,17/74,4/18,7/28,6/28,"","",16/61,4/12,7/26,5/23,"","",22/40,7/12,10/17,5/11,"","",23/46,8/13,9/20,6/13,"","",2/8,1/2,1/4,0/2,"","",3/10,2/3,1/5,0/2,"","",68/107,13/25,30/46,25/36,"","",75/114,19/30,28/45,28/39,"","",39/114,11/30,17/45,11/39,"","",39/107,12/25,16/46,11/36,"","",107/221,24/55,47/91,36/75,"","",114/221,31/55,44/91,39/75,"",""
2022,7841,2022/7841/MS010,2022-01-03,Hard,Court 1,Round of 16,Bendigo International,Bendigo,48,Mathias Bourgue,Quentin Halys,"6-2, 6-4",01:31:20,2,0,2,,,,4,2,2,,,,3,1,2,,,,2,2,0,,,,216,201,227,,,,273,284,264,,,,45/70,14/29,31/41,,,,28/52,14/27,14/25,,,,28/45,9/14,19/31,,,,22/28,12/14,10/14,,,,9/25,6/15,3/10,,,,12/24,6/13,6/11,,,,10/14,3/5,7/9,,,,1/2,1/1,0/1,,,,9,4,5,,,,9,4,5,,,,132,68,194,,,,175,186,171,,,,6/28,2/14,4/14,,,,17/45,5/14,12/31,,,,12/24,7/13,5/11,,,,16/25,9/15,7/10,,,,1/2,0/1,1/1,,,,4/14,2/5,2/9,,,,37/70,15/29,22/41,,,,34/52,18/27,16/25,,,,18/52,9/27,9/25,,,,33/70,14/29,19/41,,,,55/122,24/56,31/66,,,,67/122,32/56,35/66,,,
2022,7841,2022/7841/MS013,2022-01-03,Hard,Court 1,Round of 16,Bendigo International,Bendigo,48,Zizou Bergs,Hugo Grenier,"6-0, 5-7, 7-6",02:22:53,4,0,3,1,,,12,3,5,4,,,3,2,1,0,,,2,0,2,0,,,270,107,318,305,,,300,292,261,321,,,62/96,10/18,21/30,31/48,"","",56/96,8/18,22/38,26/40,"","",44/62,4/10,19/21,21/31,"","",48/56,6/8,19/22,23/26,"","",18/34,1/8,5/9,12/17,"","",21/40,7/10,5/16,9/14,"","",5/8,4/7,0/0,1/1,"","",4/5,0/0,2/3,2/2,"","",15,3,6,6,,,15,3,6,6,,,88,55,132,48,,,134,291,54,61,,,8/56,2/8,3/22,3/26,"","",18/62,6/10,2/21,10/31,"","",19/40,3/10,11/16,5/14,"","",16/34,7/8,4/9,5/17,"","",1/5,0/0,1/3,0/2,"","",3/8,3/7,0/0,0/1,"","",62/96,5/18,24/30,33/48,"","",69/96,13/18,24/38,32/40,"","",27/96,5/18,14/38,8/40,"","",34/96,13/18,6/30,15/48,"","",89/192,10/36,38/68,41/88,"","",103/192,26/36,30/68,47/88,"",""
2022,8998,2022/8998/MS001,2022-01-03,Hard,Centre Court,Final,Adelaide International 1,Adelaide,28,Karen Khachanov,Gael Monfils,"6-4, 6-4",01:19:11,4,3,1,,,,6,0,6,,,,1,1,0,,,,0,0,0,,,,262,259,265,,,,339,312,343,,,,36/62,22/35,14/27,"","","",37/51,25/29,12/22,"","","",27/36,15/22,12/14,"","","",30/37,19/25,11/12,"","","",12/26,6/13,6/13,"","","",11/14,2/4,9/10,"","","",3/5,2/3,1/2,"","","",2/2,2/2,0/0,"","","",10,5,5,,,,10,5,5,,,,40,74,18,,,,139,139,138,,,,7/37,6/25,1/12,"","","",9/36,7/22,2/14,"","","",3/14,2/4,1/10,"","","",14/26,7/13,7/13,"","","",0/2,0/2,0/0,"","","",2/5,1/3,1/2,"","","",39/62,21/35,18/27,"","","",41/51,21/29,20/22,"","","",10/51,8/29,2/22,"","","",23/62,14/35,9/27,"","","",49/113,29/64,20/49,"","","",64/113,35/64,29/49,"","",""
2022,8998,2022/8998/MS002,2022-01-03,Hard,Centre Court,Semifinal,Adelaide International 1,Adelaide,28,Thanasi Kokkinakis,Gael Monfils,"7-5, 6-0",01:20:10,4,2,2,,,,7,5,2,,,,2,0,2,,,,3,3,0,,,,231,302,127,,,,297,294,297,,,,41/58,26/32,15/26,"","","",33/57,21/38,12/19,"","","",23/41,18/26,5/15,"","","",28/33,19/21,9/12,"","","",8/17,4/6,4/11,"","","",12/24,8/17,4/7,"","","",6/10,3/4,3/6,"","","",4/4,2/2,2/2,"","","",9,6,3,,,,9,6,3,,,,65,63,68,,,,181,105,281,,,,5/33,2/21,3/12,"","","",18/41,8/26,10/15,"","","",12/24,9/17,3/7,"","","",9/17,2/6,7/11,"","","",0/4,0/2,0/2,"","","",4/10,1/4,3/6,"","","",31/58,22/32,9/26,"","","",40/57,27/38,13/19,"","","",17/57,11/38,6/19,"","","",27/58,10/32,17/26,"","","",48/115,33/70,15/45,"","","",67/115,37/70,30/45,"","",""
2022,8998,2022/8998/MS003,2022-01-03,Hard,Centre Court,Semifinal,Adelaide International 1,Adelaide,28,Marin Cilic,Karen Khachanov,"7-6, 6-3",01:54:26,8,4,4,,,,6,3,3,,,,3,3,0,,,,2,2,0,,,,275,288,244,,,,301,294,299,,,,36/67,22/38,14/29,"","","",62/87,38/57,24/30,"","","",28/36,20/22,8/14,"","","",46/62,26/38,20/24,"","","",15/31,6/16,9/15,"","","",13/25,11/19,2/6,"","","",1/2,0/0,1/2,"","","",4/4,1/1,3/3,"","","",10,6,4,,,,11,6,5,,,,74,74,84,,,,134,72,158,,,,16/62,12/38,4/24,"","","",8/36,2/22,6/14,"","","",12/25,8/19,4/6,"","","",16/31,10/16,6/15,"","","",0/4,0/1,0/3,"","","",1/2,0/0,1/2,"","","",43/67,26/38,17/29,"","","",59/87,37/57,22/30,"","","",28/87,20/57,8/30,"","","",24/67,12/38,12/29,"","","",71/154,46/95,25/59,"","","",83/154,49/95,34/59,"","",""
2022,8998,2022/8998/MS004,2022-01-03,Hard,Centre Court,Quarterfinal,Adelaide International 1,Adelaide,28,Tommy Paul,Gael Monfils,"6-4, 6-1",01:08:47,1,1,0,,,,5,2,3,,,,1,0,1,,,,4,1,3,,,,186,233,122,,,,264,288,244,,,,27/47,16/25,11/22,"","","",31/52,17/25,14/27,"","","",18/27,12/16,6/11,"","","",23/31,13/17,10/14,"","","",5/20,3/9,2/11,"","","",11/21,5/8,6/13,"","","",2/7,2/4,0/3,"","","",2/4,1/2,1/2,"","","",8,5,3,,,,9,5,4,,,,146,132,158,,,,241,182,327,,,,8/31,4/17,4/14,"","","",9/27,4/16,5/11,"","","",10/21,3/8,7/13,"","","",15/20,6/9,9/11,"","","",2/4,1/2,1/2,"","","",5/7,2/4,3/3,"","","",23/47,15/25,8/22,"","","",34/52,18/25,16/27,"","","",18/52,7/25,11/27,"","","",24/47,10/25,14/22,"","","",41/99,22/50,19/49,"","","",58/99,28/50,30/49,"","",""
2022,8998,2022/8998/MS005,2022-01-03,Hard,Centre Court,Quarterfinal,Adelaide International 1,Adelaide,28,Mikael Ymer,Thanasi Kokkinakis,"7-6, 4-6, 6-4",02:44:44,4,2,1,1,,,15,7,4,4,,,3,0,0,3,,,1,1,0,0,,,285,304,319,228,,,289,309,250,273,,,75/106,33/46,21/29,21/31,"","",74/103,34/45,22/31,18/27,"","",53/75,25/33,15/21,13/21,"","",58/74,28/34,16/22,14/18,"","",17/31,7/13,6/8,4/10,"","",11/29,5/11,2/9,4/9,"","",1/3,0/0,1/1,0/2,"","",1/3,0/0,1/2,0/1,"","",16,6,5,5,,,16,6,5,5,,,163,73,175,198,,,153,70,54,238,,,16/74,6/34,6/22,4/18,"","",22/75,8/33,6/21,8/21,"","",18/29,6/11,7/9,5/9,"","",14/31,6/13,2/8,6/10,"","",2/3,0/0,1/2,1/1,"","",2/3,0/0,0/1,2/2,"","",70/106,32/46,21/29,17/31,"","",69/103,33/45,18/31,18/27,"","",34/103,12/45,13/31,9/27,"","",36/106,14/46,8/29,14/31,"","",104/209,44/91,34/60,26/58,"","",105/209,47/91,26/60,32/58,"",""
2022,8998,2022/8998/MS006,2022-01-03,Hard,Show Court 1,Quarterfinal,Adelaide International 1,Adelaide,28,Laslo Djere,Marin Cilic,"6-3, 6-2",01:07:46,5,2,3,,,,7,3,4,,,,0,0,0,,,,1,0,1,,,,239,245,226,,,,338,342,329,,,,28/47,12/25,16/22,"","","",29/43,17/24,12/19,"","","",15/28,7/12,8/16,"","","",25/29,14/17,11/12,"","","",11/19,8/13,3/6,"","","",11/14,6/7,5/7,"","","",4/7,4/5,0/2,"","","",0/0,0/0,0/0,"","","",8,4,4,,,,9,5,4,,,,35,32,37,,,,168,125,250,,,,4/29,3/17,1/12,"","","",13/28,5/12,8/16,"","","",3/14,1/7,2/7,"","","",8/19,5/13,3/6,"","","",0/0,0/0,0/0,"","","",3/7,1/5,2/2,"","","",26/47,15/25,11/22,"","","",36/43,20/24,16/19,"","","",7/43,4/24,3/19,"","","",21/47,10/25,11/22,"","","",33/90,19/49,14/41,"","","",57/90,30/49,27/41,"","",""
2022,8998,2022/8998/MS007,2022-01-03,Hard,Show Court 1,Quarterfinal,Adelaide International 1,Adelaide,28,Egor Gerasimov,Karen Khachanov,"7-5, 6-3",01:55:41,2,1,1,,,,8,5,3,,,,6,3,3,,,,1,1,0,,,,197,238,153,,,,247,264,207,,,,48/83,28/45,20/38,"","","",55/78,37/52,18/26,"","","",32/48,20/28,12/20,"","","",40/55,27/37,13/18,"","","",11/35,7/17,4/18,"","","",6/23,5/15,1/8,"","","",7/13,3/5,4/8,"","","",5/8,5/6,0/2,"","","",11,6,5,,,,10,6,4,,,,169,127,266,,,,202,161,248,,,,15/55,10/37,5/18,"","","",16/48,8/28,8/20,"","","",17/23,10/15,7/8,"","","",24/35,10/17,14/18,"","","",3/8,1/6,2/2,"","","",6/13,2/5,4/8,"","","",43/83,27/45,16/38,"","","",46/78,32/52,14/26,"","","",32/78,20/52,12/26,"","","",40/83,18/45,22/38,"","","",75/161,47/97,28/64,"","","",86/161,50/97,36/64,"","",""
2022,8998,2022/8998/MS008,2022-01-03,Hard,Centre Court,Round of 16,Adelaide International 1,Adelaide,28,Juan Manuel Cerundolo,Gael Monfils,"6-2, 6-1",00:54:14,0,0,0,,,,5,3,2,,,,2,1,1,,,,1,1,0,,,,174,175,164,,,,292,236,370,,,,27/43,19/25,8/18,"","","",29/40,16/23,13/17,"","","",11/27,8/19,3/8,"","","",24/29,12/16,12/13,"","","",7/16,2/6,5/10,"","","",5/11,1/7,4/4,"","","",3/8,3/6,0/2,"","","",0/1,0/1,0/0,"","","",7,4,3,,,,8,4,4,,,,184,236,8,,,,249,250,279,,,,5/29,4/16,1/13,"","","",16/27,11/19,5/8,"","","",6/11,6/7,0/4,"","","",9/16,4/6,5/10,"","","",1/1,1/1,0/0,"","","",5/8,3/6,2/2,"","","",18/43,10/25,8/18,"","","",29/40,13/23,16/17,"","","",11/40,10/23,1/17,"","","",25/43,15/25,10/18,"","","",29/83,20/48,9/35,"","","",54/83,28/48,26/35,"","",""
2022,8998,2022/8998/MS009,2022-01-03,Hard,Show Court 1,Round of 16,Adelaide International 1,Adelaide,28,Taro Daniel,Tommy Paul,"6-4, 6-7, 6-4",02:34:43,3,0,1,2,,,8,2,3,3,,,3,1,2,0,,,4,1,2,1,,,240,230,258,234,,,270,276,260,273,,,64/103,21/28,28/47,15/28,"","",57/94,18/27,25/43,14/24,"","",49/64,14/21,22/28,13/15,"","",43/57,13/18,17/25,13/14,"","",13/39,2/7,7/19,4/13,"","",18/37,5/9,9/18,4/10,"","",3/8,0/2,2/3,1/3,"","",1/4,0/1,1/2,0/1,"","",16,5,6,5,,,16,5,6,5,,,169,192,148,187,,,184,244,133,189,,,14/57,5/18,8/25,1/14,"","",15/64,7/21,6/28,2/15,"","",19/37,4/9,9/18,6/10,"","",26/39,5/7,12/19,9/13,"","",3/4,1/1,1/2,1/1,"","",5/8,2/2,1/3,2/3,"","",62/103,16/28,29/47,17/28,"","",61/94,18/27,26/43,17/24,"","",33/94,9/27,17/43,7/24,"","",41/103,12/28,18/47,11/28,"","",95/197,25/55,46/90,24/52,"","",102/197,30/55,44/90,28/52,"",""
